Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
53,31302,2,74,37,37,37.0,0.0,139,139,139.0,0.0,11245.28784,127.7873618,10434.0,17989.07969,31206,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,40,63.89368091,63.89368091,37,139,77.8,55.86770087,3121.2,0,0,0,97.25,74,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23794,1,47,47,47,47.0,0.0,175,175,175.0,0.0,9330.083214,84.05480373,23794.0,0.0,23794,23794,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,42.02740187,42.02740187,47,175,89.66666667,73.90083446,5461.333333,0,0,0,134.5,47,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
63131,223,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8968.609865,223.0,0.0,223,223,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,4484.304933,4484.304933,0,0,0.0,0.0,0.0,0,0,1,0.0,0,114,65535,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,31774,2,74,37,37,37.0,0.0,138,138,138.0,0.0,11015.29552,125.8890917,10591.33333,18299.70736,31722,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,64,64,62.94454586,62.94454586,37,138,77.4,55.31997831,3060.3,0,0,0,96.75,74,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23282,1,58,58,58,58.0,0.0,74,74,74.0,0.0,5669.616012,85.90327291,23282.0,0.0,23282,23282,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,42.95163646,42.95163646,58,74,63.33333333,9.237604307,85.33333333,0,0,0,95.0,58,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30956,4,144,36,36,36.0,0.0,117,117,117.0,0.0,19769.99612,258.4313219,4422.285714,8858.724489,23570,3,30806,10268.66667,17779.79022,30799,3,7383,2461.0,4217.601095,7331,4,80,104,129.2156609,129.2156609,36,117,72.0,42.69074841,1822.5,0,0,0,81.0,144,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5089794,9,385,198,0,42.77777778,70.49074013,2519,0,376.875,872.9235669,668.0034595,3.340017297,318112.125,1229758.646,4929077,1,5089794,636224.25,1734751.822,4929077,3,109493,15641.85714,26264.67052,56217,3,192,172,1.768244452,1.571772846,0,2519,188.8888889,588.3299283,346132.1046,0,1,0,200.0,385,8192,62,8,20,0.0,0,0,0.0,0,0,Normal Traffic
44786,54,1,6,6,6,6.0,0.0,6,6,6.0,0.0,222222.2222,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,18518.51852,18518.51852,6,6,6.0,0.0,0.0,0,0,1,9.0,6,502,229,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,193,2,94,47,47,47.0,0.0,98,98,98.0,0.0,1502590.674,20725.3886,64.33333333,99.38477415,179,3,11,11.0,0.0,11,11,3,3.0,0.0,3,3,40,40,10362.6943,10362.6943,47,98,67.4,27.93385043,780.3,0,0,0,84.25,94,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
51624,4,3,253,216,6,84.3333333333,114.7097787171,0,0,0.0,0.0,63250000.0,750000.0,2.0,1.4142135624,3,1,4,2.0,1.4142135624,3,1,0,0.0,0.0,0,0,60,0,750000.0,0.0,6,216,117.25,114.4825314186,13106.25,0,0,1,156.3333333333,253,38,-1,2,20,0.0,0,0,0.0,0,0,Normal Traffic
50459,18,1,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,1,9.0,6,222,16685,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,47815605,12,738,738,0,61.5,213.0422493,1162,0,122.2,365.6625038,40.99080206,0.460100839,2276933.571,4181425.594,10000000,0,47800000,4346873.182,5024707.615,10000000,0,40200000,4471230.556,5285593.027,10000000,0,392,328,0.250964094,0.209136745,0,1162,85.2173913,280.4483353,78651.26877,0,1,0,89.09090909,738,29200,60,1,32,41105.0,94037,23408,10000000.0,10000000,10000000,Normal Traffic
59589,60,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,16666.66667,16666.66667,0,0,0.0,0.0,0.0,0,0,1,0.0,0,288,253,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,351071,12,524,191,0,43.66666667,68.68549315,1418,0,441.6666667,596.8144603,12815.0716,59.8169601,17553.55,27670.95885,112437,1,351071,31915.54545,35740.59939,112437,3,173852,21731.5,30907.91116,74571,1,404,296,34.18112006,25.63584004,0,1418,204.5,423.1320575,179040.7381,0,1,0,214.2380952,524,29200,340,5,32,0.0,0,0,0.0,0,0,Normal Traffic
443,5139854,8,366,209,0,45.75,79.07817109,1992,0,742.0,923.7705343,793.0186344,2.529254722,428321.1667,1406817.671,4894334,40,5139854,734264.8571,1835163.364,4894334,45,95158,23789.5,26159.81769,55209,256,172,112,1.556464444,0.972790278,0,1992,291.1428571,622.6523733,387695.978,0,1,0,313.5384615,366,8192,119,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,47341,1,47,47,47,47.0,0.0,119,119,119.0,0.0,3506.474303,42.24667835,47341.0,0.0,47341,47341,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,21.12333918,21.12333918,47,119,71.0,41.56921938,1728.0,0,0,0,106.5,47,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
47841,3,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,4140,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,117823463,4,12,6,0,3.0,3.464101615,0,0,0.0,0.0,0.101847287,0.042436369,29500000.0,48800000.0,102000000,45,118000000,39300000.0,54700000.0,102000000,11976,0,0.0,0.0,0,0,120,32,0.033949096,0.008487274,0,6,3.0,3.286335345,10.8,1,0,0,3.6,12,0,235,1,20,11976.0,11976,11976,58900000.0,102000000,16000000,DoS
61946,9184044,1,6,6,6,6.0,0.0,6,6,6.0,0.0,3.919841847,0.653306975,1836808.8,4088215.876,9149992,0,0,0.0,0.0,0,0,9181778,2295444.5,4569722.897,9149992,0,20,100,0.108884496,0.544422479,6,6,6.0,0.0,0.0,0,0,1,7.0,6,229,0,0,20,34052.0,34052,34052,9149992.0,9149992,9149992,Normal Traffic
1028,37,1,2,2,2,2.0,0.0,6,6,6.0,0.0,216216.2162,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,27027.02703,27027.02703,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,187,2,46,23,23,23.0,0.0,23,23,23.0,0.0,491978.6096,21390.37433,62.33333333,102.7732131,181,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,64,64,10695.18717,10695.18717,23,23,23.0,0.0,0.0,0,0,0,28.75,46,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,18889732,2,93,51,42,46.5,6.363961031,112,58,85.0,38.18376618,13.92290796,0.211755254,6296577.333,10800000.0,18800000,25221,18800000,18800000.0,0.0,18800000,18800000,18900000,18900000.0,0.0,18900000,18900000,52,40,0.105877627,0.105877627,42,112,61.0,29.29163703,858.0,0,0,0,76.25,93,-1,-1,1,20,25221.0,25221,25221,18800000.0,18800000,18800000,Normal Traffic
51134,520224,2,12,6,6,6.0,0.0,0,0,0.0,0.0,23.0669865289,3.8444977548,520224.0,0.0,520224,520224,520224,520224.0,0.0,520224,520224,0,0.0,0.0,0,0,40,0,3.8444977548,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,62,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,158,2,88,44,44,44.0,0.0,60,60,60.0,0.0,1316455.696,25316.4557,52.66666667,52.15681483,107,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,40,40,12658.22785,12658.22785,44,60,50.4,8.76356092,76.8,0,0,0,63.0,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,7270824,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.300863836,0.550143973,2423608.0,4197808.73,7270820,1,7270824,2423608.0,4197808.73,7270820,1,0,0.0,0.0,0,0,80,0,0.550143973,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,4.0,4,4,7270820.0,7270820,7270820,DDoS
544,98,2,4,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,32.66666667,28.29016319,49,0,49,49.0,0.0,49,49,49,49.0,0.0,49,49,48,40,20408.16327,20408.16327,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
80,97225726,8,346,346,0,43.25,122.3294731,5792,0,1932.5,2537.820147,122.8172881,0.143994811,7478902.0,27000000.0,97200000,1,97200000,13900000.0,36700000.0,97200000,1,3367,673.4,1263.549682,2931,48,264,200,0.082282749,0.061712062,0,5792,796.0666667,1797.297116,3230276.924,0,0,1,852.9285714,346,251,235,1,32,1017.0,1017,1017,97200000.0,97200000,97200000,DoS
443,5488800,5,135,46,6,27.0,20.1246118,46,46,46.0,0.0,32.97624253,1.093135111,1097760.0,2283259.426,5179619,3,5488800,1372200.0,2540487.842,5179619,3,0,0.0,0.0,0,0,100,20,0.910945926,0.182189185,6,46,32.42857143,18.86670032,355.952381,0,0,1,37.83333333,135,254,385,4,20,248712.0,248712,248712,5179619.0,5179619,5179619,Normal Traffic
46802,3,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,1,0.0,0,114,423,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,118870664,21,1374,232,0,65.4285714286,82.5424566078,1582,0,245.2307692308,470.0057282793,65.1969101477,0.3953877132,2584144.86956522,12061690.8914683,58932459,1,118870664,5943533.2,17994762.9147527,58973412,3,118606063,4744242.52,16235951.6773157,58985616,1,444,532,0.1766625952,0.2187251179,0,1582,161.4583333333,359.1090605594,128959.317375887,0,1,0,164.8936170213,1374,8192,377,19,20,765183.5,1281104,249263,58537753.5,58932459,58143048,Normal Traffic
53,356543,1,45,45,45,45.0,0.0,96,96,96.0,0.0,395.4642217,5.609421584,356543.0,0.0,356543,356543,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,2.804710792,2.804710792,45,96,62.0,29.44486373,867.0,0,0,0,93.0,45,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
46557,54,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.037037037,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,18518.5185185185,18518.5185185185,0,0,0.0,0.0,0.0,0,0,1,0.0,0,4988,36200,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,46751,2,12,6,6,6.0,0.0,0,0,0.0,0.0,256.6790015,42.77983359,46751.0,0.0,46751,46751,46751,46751.0,0.0,46751,46751,0,0.0,0.0,0,0,40,0,42.77983359,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,253,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
48012,221,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9049.7737556561,221.0,0.0,221,221,221,221.0,0.0,221,221,0,0.0,0.0,0,0,64,0,9049.7737556561,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,122,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,60951,2,60,30,30,30.0,0.0,132,132,132.0,0.0,5315.745435,65.62648685,20317.0,35146.78318,60901,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,64,80,32.81324343,32.81324343,30,132,70.8,55.86770087,3121.2,0,0,0,88.5,60,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,85113107,9,319,319,0,35.44444444,106.3333333,4344,0,1932.5,1754.831473,139.9784407,0.176236076,6079507.643,22700000.0,85000000,15,85000000,10600000.0,30000000.0,85000000,194,147977,29595.4,59027.30083,134711,15,296,200,0.105741646,0.07049443,0,4344,744.625,1391.27768,1935653.583,0,0,1,794.2666667,319,251,235,1,32,1200.0,1200,1200,85000000.0,85000000,85000000,DoS
53,60360,1,53,53,53,53.0,0.0,166,166,166.0,0.0,3628.230616,33.13452618,60360.0,0.0,60360,60360,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,16.56726309,16.56726309,53,166,90.66666667,65.24058042,4256.333333,0,0,0,136.0,53,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30247,1,54,54,54,54.0,0.0,110,110,110.0,0.0,5422.025325,66.12226006,30247.0,0.0,30247,30247,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,33.06113003,33.06113003,54,110,72.66666667,32.33161507,1045.333333,0,0,0,109.0,54,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
163,43,1,2,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,66735,2,72,36,36,36.0,0.0,52,52,52.0,0.0,2637.296771,59.93856297,22245.0,38485.3095,66684,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,64,64,29.96928149,29.96928149,36,52,42.4,8.76356092,76.8,0,0,0,53.0,72,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,11145640,8,445,445,0,55.625,157.3312588,5840,0,2326.4,3185.599598,1083.56272,1.166375372,928803.3333,2181847.252,6139829,0,6143677,877668.1429,2321328.37,6141946,0,11100000,2786398.0,3250189.233,6139829,62,264,168,0.71776946,0.448605912,0,5840,862.6428571,2101.881048,4417903.94,0,1,0,929.0,445,29200,235,1,32,777.0,777,777,6139829.0,6139829,6139829,DoS
53,31281,2,70,35,35,35.0,0.0,242,242,242.0,0.0,17710.43125,127.8731498,10427.0,18053.16557,31273,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,64,63.93657492,63.93657492,35,242,117.8,113.3785694,12854.7,0,0,0,147.25,70,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
5560,62,2,4,2,2,2.0,0.0,6,6,6.0,0.0,258064.5161,64516.12903,20.66666667,24.41993721,48,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,48,40,32258.06452,32258.06452,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
443,82531,3,65,53,6,21.66666667,27.13546265,0,0,0.0,0.0,787.5828477,36.34997758,41265.5,58353.98712,82528,3,82531,41265.5,58353.98712,82528,3,0,0.0,0.0,0,0,60,0,36.34997758,0.0,6,53,17.75,23.5,552.25,0,0,1,23.66666667,65,16425,-1,2,20,0.0,0,0,0.0,0,0,Normal Traffic
80,97258858,8,56,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,119.8554069,0.143945758,7481450.615,24600000.0,89000000,45,97300000,13900000.0,33200000.0,89000000,98,37111,7422.2,15848.38978,35768,45,172,132,0.082254719,0.061691039,0,5840,777.5333333,1633.102694,2667024.41,0,0,1,833.0714286,56,256,229,6,20,905.0,905,905,48600000.0,89000000,8251328,DDoS
53,30488,1,43,43,43,43.0,0.0,71,71,71.0,0.0,3739.176069,65.59958016,30488.0,0.0,30488,30488,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.79979008,32.79979008,43,71,52.33333333,16.16580754,261.3333333,0,0,0,78.5,43,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
22,1263522,35,2568,408,0,73.37142857,106.348784,976,0,165.5714286,318.2112462,7536.077726,60.94076716,16625.28947,109587.5209,951134,0,1263522,37162.41176,172639.5859,995995,3,312305,7617.195122,19287.85432,97968,0,724,864,27.70034871,33.24041845,0,976,122.0769231,247.4157744,61214.56543,0,1,0,123.6623377,2568,8192,245,24,20,0.0,0,0,0.0,0,0,Normal Traffic
51041,70,1,6,6,6,6.0,0.0,6,6,6.0,0.0,171428.5714,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,14285.71429,14285.71429,6,6,6.0,0.0,0.0,0,0,1,9.0,6,997,255,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,51756,3,435,429,0,145.0,245.9695103056,859,0,217.75,427.5093566228,25233.7893191128,135.2500193214,8626.0,13236.9573845352,27905,2,23846,11923.0,16342.6519267835,23479,367,28439,9479.6666666667,16414.9341860799,28434,2,72,92,57.9642939949,77.2857253265,0,859,163.25,318.2149991975,101260.785714286,0,1,0,186.5714285714,435,8192,31,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53,161951,1,56,56,56,56.0,0.0,104,104,104.0,0.0,987.9531463,12.34941433,161951.0,0.0,161951,161951,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,6.174707165,6.174707165,56,104,72.0,27.71281292,768.0,0,0,0,108.0,56,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,31679,3,43,31,6,14.33333333,14.43375673,6,6,6.0,0.0,1546.765996,126.266612,10559.66667,10989.8931,21936,2,9743,4871.5,6886.512942,9741,2,0,0.0,0.0,0,0,60,20,94.69995896,31.56665299,6,31,11.0,11.18033989,125.0,0,0,1,13.75,43,258,0,2,20,0.0,0,0,0.0,0,0,Normal Traffic
443,704527,14,875,357,0,62.5,111.3848146,1460,0,372.7,592.2107451,6532.042065,34.06540842,30631.6087,82075.9544,295665,1,704527,54194.38462,104811.914,295665,1,380122,42235.77778,101314.0575,309763,2,304,212,19.87148825,14.19392018,0,1460,184.08,403.8518623,163096.3267,0,1,0,191.75,875,65535,8499,13,20,0.0,0,0,0.0,0,0,Normal Traffic
80,1397677,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8323.096109,6.439255994,174709.625,493854.868,1396938,3,587,293.5,344.3610024,537,50,1397640,279528.0,624651.236,1396938,3,72,132,2.146418665,4.292837329,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,1169,4,37,37,0,9.25,18.5,0,0,0.0,0.0,31650.9837467921,3421.7279726262,389.6666666667,377.3716117216,757,3,1169,389.6666666667,377.3716117216,757,3,0,0.0,0.0,0,0,128,0,3421.7279726262,0.0,0,37,7.4,16.5469030335,273.8,0,0,1,9.25,37,65474,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,49618,3,438,438,0,146.0,252.8794179,860,0,215.0,430.0,26159.86134,141.0778347,8269.666667,11583.09625,23253,4,25926,12963.0,14627.21088,23306,2620,26365,8788.333333,14705.20399,25765,4,104,136,60.46192914,80.61590552,0,860,162.25,320.9012977,102977.6429,0,1,0,185.4285714,438,29200,31,1,32,0.0,0,0,0.0,0,0,Normal Traffic
52067,522,3,18,6,6,6.0,0.0,0,0,0.0,0.0,34482.75862,5747.126437,261.0,312.5411973,482,40,522,261.0,312.5411973,482,40,0,0.0,0.0,0,0,60,0,5747.126437,0.0,6,6,6.0,0.0,0.0,0,0,1,8.0,18,351,-1,2,20,0.0,0,0,0.0,0,0,Normal Traffic
443,195581,2,12,6,6,6.0,0.0,0,0,0.0,0.0,61.35565316,10.22594219,195581.0,0.0,195581,195581,195581,195581.0,0.0,195581,195581,0,0.0,0.0,0,0,40,0,10.22594219,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,254,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,13692911,17,1408,469,0,82.8235294118,161.6664139881,1586,0,689.0,728.3144925099,857.5970441932,2.3369756803,441706.806451613,2388697.31602722,13311736,1,13692911,855806.9375,3321749.02441696,13311736,1,13639410,974243.571428571,3566473.92864777,13365022,2,556,488,1.2415183302,1.0954573502,0,1586,355.8484848485,583.7129603459,340720.820075758,0,1,0,366.96875,1408,65535,365,6,32,298716.0,298716,298716,13311736.0,13311736,13311736,Normal Traffic
53,104125500,2,91,49,42,45.5,4.949747468,178,100,139.0,55.15432893,3.54380051,0.038415182,34700000.0,59900000.0,104000000,120715,104000000,104000000.0,0.0,104000000,104000000,104000000,104000000.0,0.0,104000000,104000000,64,40,0.019207591,0.019207591,42,178,82.2,58.79795915,3457.2,0,0,0,102.75,91,-1,-1,1,32,145242.0,145242,145242,104000000.0,104000000,104000000,Normal Traffic
53,62068,2,58,29,29,29.0,0.0,95,95,95.0,0.0,3995.61771,64.44544693,20689.33333,35789.95058,62016,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,64,64,32.22272346,32.22272346,29,95,55.4,36.1496888,1306.8,0,0,0,69.25,58,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,43198320,2,95,50,45,47.5,3.535533906,225,66,145.5,112.4299782,8.935532678,0.092596194,14400000.0,24900000.0,43100000,24005,43200000,43200000.0,0.0,43200000,43200000,43200000,43200000.0,0.0,43200000,43200000,40,40,0.046298097,0.046298097,45,225,86.2,78.06855961,6094.7,0,0,0,107.75,95,-1,-1,1,20,47154.0,47154,47154,43100000.0,43100000,43100000,Normal Traffic
53,81232,1,47,47,47,47.0,0.0,154,154,154.0,0.0,2474.394327,24.62083908,81232.0,0.0,81232,81232,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,12.31041954,12.31041954,47,154,82.66666667,61.7764788,3816.333333,0,0,0,124.0,47,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,115467031,20,1155,520,0,57.75,158.8640183,1993,0,135.0625,497.2191293,28.71815419,0.311777307,3299058.029,4688690.197,10000000,3,115000000,6077212.158,4896401.038,10100000,3,111000000,7374218.133,4586354.174,10100000,595,648,520,0.173209615,0.138567692,0,1993,89.62162162,343.5641094,118036.2973,0,1,0,92.11111111,1155,29200,972,4,32,32877.90909,129651,23041,10000000.0,10000000,9999657,Normal Traffic
80,1318011,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8826.178234,6.828471083,164751.375,465597.7937,1317047,3,839,419.5,405.1721856,706,133,1317966,263593.2,588898.6875,1317047,3,72,132,2.276157028,4.552314055,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
587,30,1,0,0,0,0.0,0.0,6,6,6.0,0.0,200000.0,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,33333.33333,33333.33333,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
53,70887,4,168,42,42,42.0,0.0,79,79,79.0,0.0,4598.868622,84.64175378,14177.4,19686.3923,40102,3,30781,10260.33333,17765.35647,30774,3,4,4.0,0.0,4,4,80,40,56.42783585,28.21391793,42,79,52.57142857,18.05415135,325.952381,0,0,0,61.33333333,168,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
49845,30239,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,99.20962995,15119.5,21305.83442,30185,54,30239,30239.0,0.0,30239,30239,0,0.0,0.0,0,0,40,20,66.1397533,33.06987665,0,0,0.0,0.0,0.0,0,0,1,0.0,0,60,255,0,20,0.0,0,0,0.0,0,0,Normal Traffic
52974,333,3,43,31,6,14.33333333,14.43375673,0,0,0.0,0.0,129129.1291,9009.009009,166.5,167.5843071,285,48,333,166.5,167.5843071,285,48,0,0.0,0.0,0,0,60,0,9009.009009,0.0,6,31,12.25,12.5,156.25,0,0,1,16.33333333,43,131,-1,2,20,0.0,0,0,0.0,0,0,Normal Traffic
80,85518184,7,330,324,0,47.14285714,122.103001,4344,0,1932.5,1754.831473,139.4440275,0.152014453,7126515.333,24600000.0,85400000,1,85400000,14200000.0,34900000.0,85400000,1,148579,29715.8,58280.73198,133330,15,220,200,0.081853936,0.070160517,0,4344,851.7857143,1461.084222,2134767.104,0,0,1,917.3076923,330,251,235,2,20,994.0,994,994,85400000.0,85400000,85400000,DoS
58509,86,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.8139534884,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,11627.9069767442,11627.9069767442,0,0,0.0,0.0,0.0,0,0,1,0.0,0,118,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,1131,2,84,42,42,42.0,0.0,181,181,181.0,0.0,394341.2909,3536.693192,377.0,609.2314831,1080,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,40,40,1768.346596,1768.346596,42,181,97.6,76.13343549,5796.3,0,0,0,122.0,84,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
50321,2,3,31,31,0,10.33333333,17.89785834,0,0,0.0,0.0,15500000.0,1500000.0,1.0,0.0,1,1,2,1.0,0.0,1,1,0,0.0,0.0,0,0,60,0,1500000.0,0.0,0,31,7.75,15.5,240.25,0,0,1,10.33333333,31,118,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5296215,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.755256348,1765405.0,3026172.892,5259665,36,5296215,2648107.5,3693300.035,5259665,36550,0,0.0,0.0,0,0,72,32,0.566442261,0.188814087,0,0,0.0,0.0,0.0,0,1,0,0.0,0,8192,42780,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,39445,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50.70351122,39445.0,0.0,39445,39445,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,25.35175561,25.35175561,0,0,0.0,0.0,0.0,0,0,1,0.0,0,256,939,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,58047578,14,1034,658,0,73.8571428571,177.3591996889,1460,0,415.6923076923,600.7060269127,110.9090201834,0.4651356858,2232599.15384615,4145106.52236278,10069704,29,58047578,4465198.30769231,5039406.02179879,10100555,272,50531723,4210976.91666667,5184642.58114421,10120229,49,292,332,0.2411814667,0.2239542191,0,1460,229.9285714286,454.6709781949,206725.698412698,0,1,0,238.4444444444,1034,8192,115,13,20,68851.0,161023,50368,9605745.33333333,10069704,7465237,Normal Traffic
